Gene,Avg_TPM_Without_Neo,Avg_TPM_With_Neo,Ratio_Without_With,Log2_Ratio,
FKBP1C,2.008333333,2,0.995850622,-0.00599874,-0.001805801
TANK,22.08333333,22,0.996226415,-0.005454429,-0.001641947
ENPP1,7.020689655,7,0.997053045,-0.004257833,-0.001281736
RNF141,23.05555556,23,0.997590361,-0.003480567,-0.001047756
SAMD15,5.008333333,5,0.998336106,-0.002402489,-0.000723222
LNX1,9.013888889,9,0.998459168,-0.002224664,-0.000669691
DROSHA,94.47058824,94.33333333,0.998547115,-0.002097593,-0.000631439
PCDHB12,4.002941176,4,0.999265246,-0.001060414,-0.000319217
MIPOL1,4.002777778,4,0.999306037,-0.001001523,-0.000301489
CYP4A22,0.1,0.1,0.99999999,-1.30E-08,-4.34294E-09
UBQLN3,0.1,0.1,0.99999999,-1.30E-08,-4.34294E-09
HRG,0.1,0.1,0.99999999,-1.30E-08,-4.34294E-09
PRAMEF2,0.1,0.1,0.99999999,-1.30E-08,-4.34294E-09
OR10AG1,0.1,0.1,0.99999999,-1.30E-08,-4.34294E-09
CSH1,0.1,0.1,0.99999999,-1.30E-08,-4.34294E-09
PLG,0.1,0.1,0.99999999,-1.30E-08,-4.34294E-09
SELP,0.1,0.1,0.99999999,-1.30E-08,-4.34294E-09
TRAF3IP3,0.4,0.4,0.999999997,-2.16E-09,-1.08574E-09
RRNAD1,40,40,1,1.41E-09,-1.08574E-11
TMEM43,53,53,1,1.42E-09,-8.19428E-12
ARID2,30.97222222,31,1.000896861,0.001293318,0.000389327
PARP14,14.97714286,15,1.001526135,0.00220007,0.000662287
POLQ,24.45714286,24.5,1.001752336,0.002525876,0.000760364
ATXN2L,139.6944444,140,1.002187314,0.003152182,0.000948901
RAB19,4.987096774,5,1.002587322,0.003727897,0.001122209
ADNP2,53.83333333,54,1.003095975,0.00445965,0.001342488
COPG1,184.8,185.5,1.003787879,0.005454432,0.001641947
ZNF283,6.972222222,7,1.003984064,0.005736371,0.001726819
ATXN7L1,5.972222222,6,1.004651163,0.006694654,0.002015291
STARD9,10.94444444,11,1.005076142,0.007304802,0.002198964
ZNF225,4.972222222,5,1.005586592,0.00803732,0.002419474
FAM98C,9.944444444,10,1.005586592,0.00803732,0.002419474
SPATA17,2.236363636,2.25,1.006097561,0.00877021,0.002640096
BTBD7,25.83333333,26,1.006451613,0.009277815,0.0027929
ATAD3B,23.83333333,24,1.006993007,0.010053666,0.003026455
GNB2,248.0833333,250,1.007725899,0.011103281,0.00334242
PXDNL,0.396875,0.4,1.007874013,0.011315311,0.003406248
MAGEL2,6.147368421,6.2,1.008561644,0.012299266,0.003702448
STAT5B,64.41666667,65,1.009055627,0.013005711,0.003915109
ARMC5,11.88888889,12,1.009345794,0.013420517,0.004039978
GTPBP2,83.22222222,84,1.009345794,0.013420517,0.004039978
DOLK,37.61111111,38,1.010339734,0.014840493,0.004467433
LTA4H,44.52777778,45,1.010605115,0.015219389,0.004581492
PER1,11.37142857,11.5,1.011306533,0.016220354,0.004882813
ELP4,2.961111111,3,1.013133208,0.018823875,0.005666551
EIF3E,168.7428571,171,1.013376228,0.019169892,0.005770712
EFNA5,15.29428571,15.5,1.013450402,0.019275486,0.005802499
UBA6,38.14705882,38.66666667,1.013621177,0.019518573,0.005875675
FBXO22,15.77777778,16,1.014084507,0.020177883,0.006074148
SMYD4,17.75,18,1.014084507,0.020177883,0.006074148
NSMAF,30.55882353,31,1.014436959,0.020679214,0.006225063
FUCA2,48.28055556,49,1.014901329,0.021339474,0.006423821
GK5,18.71428571,19,1.015267176,0.021859435,0.006580345
URGCP,23.63888889,24,1.015276146,0.021872182,0.006584182
RNF6,39.38888889,40,1.01551481,0.02221128,0.006686261
CFLAR,10.825,11,1.016166282,0.0231365,0.00696478
MCM7,469.3055556,477,1.016395383,0.023461729,0.007062684
SLC40A1,8.854285714,9,1.016456921,0.023549075,0.007088978
LRP5,51.14705882,52,1.016676251,0.023860343,0.007182679
TAX1BP1,60.97222222,62,1.016856492,0.024116089,0.007259666
CCDC174,17.69444444,18,1.017268446,0.024700442,0.007435574
ZBTB40,36.36111111,37,1.017570665,0.025128987,0.007564578
PTPRZ1,35.36363636,36,1.017994859,0.025730276,0.007745585
DIP2B,46.65714286,47.5,1.018064911,0.025829551,0.007775469
PCDHGA12,0.34375,0.35,1.018181815,0.025995206,0.007825336
FZD4,5.891666667,6,1.018387553,0.026286693,0.007913083
HYAL2,18.64166667,19,1.019222172,0.027468569,0.008268863
ZKSCAN8,50.02777778,51,1.019433648,0.027767879,0.008358964
MAP2K5,14.05882353,14.33333333,1.019525802,0.027898289,0.008398221
MTDH,129.4571429,132,1.019642463,0.028063362,0.008447913
ZSCAN20,5.882352941,6,1.02,0.028569153,0.008600172
AQR,25.24242424,25.75,1.020108043,0.028721963,0.008646172
CHST12,6.371428571,6.5,1.020179372,0.028822836,0.008676538
EXOC2,48.02941176,49,1.020208206,0.028863611,0.008688812
RTN1,75.46944444,77,1.020280467,0.028965793,0.008719572
SNRPF,125.3611111,128,1.021050299,0.03005394,0.009047137
TRIM25,38.19444444,39,1.021090909,0.030111318,0.00906441
WDR70,26.41666667,27,1.022082019,0.031510974,0.009485748
OR52R1,0.684615385,0.7,1.022471909,0.032061209,0.009651385
RALGAPA2,46.42857143,47.5,1.023076923,0.032914624,0.009908289
GRIA4,3.909090909,4,1.023255814,0.033166865,0.009984221
CREBBP,36.80882353,37.66666667,1.023305367,0.033236729,0.010005252
ZNF91,14.65833333,15,1.023308698,0.033241425,0.010006666
AP5Z1,17.58333333,18,1.023696682,0.033788315,0.010171296
GRB2,119.0833333,122,1.024492652,0.034909639,0.010508848
POLR3E,29.27777778,30,1.024667932,0.035156447,0.010583145
MAMDC4,7.805555556,8,1.024911032,0.035498682,0.010686168
HIPK1,52.66666667,54,1.025316456,0.036069256,0.010857928
ZNF862,7.794444444,8,1.02637206,0.037553804,0.011304821
PLCD3,8.761111111,9,1.027266962,0.038811154,0.011683321
CYP1A1,8.744444444,9,1.029224905,0.041558274,0.012510286
SEMA4B,18.44444444,19,1.030120482,0.042813085,0.012888022
HLA-C,183.3833333,189,1.030628011,0.043523709,0.013101942
MAPT,31.03055556,32,1.031241608,0.04438238,0.013360427
PIAS2,16,16.5,1.03125,0.044394121,0.013363962
DEPDC1B,60.11111111,62,1.03142329,0.044636529,0.013436934
SLC25A32,1.938888889,2,1.031518624,0.044769871,0.013477074
KCNC2,1.938888889,2,1.031518624,0.044769871,0.013477074
MB21D2,15.51111111,16,1.031518625,0.044769871,0.013477074
WASF3,16.96285714,17.5,1.031665824,0.044975732,0.013539044
TCF4,27.13888889,28,1.031729785,0.045065173,0.013565968
AHCTF1,46.51428571,48,1.031941032,0.045360535,0.013654881
USP9X,87.19444444,90,1.032175852,0.045688786,0.013753695
PPP1R8,99.77777778,103,1.032293987,0.045853895,0.013803397
PRKAB1,30.02777778,31,1.032377428,0.045970505,0.013838501
COX14,68.75,71,1.032727273,0.046459312,0.013985646
NRAS,123.9428571,128,1.032733979,0.046468681,0.013988466
DOCK4,14.52058824,15,1.033016002,0.046862603,0.014107049
NTN5,0.532352941,0.55,1.033149169,0.047048571,0.014163031
MTHFR,9.666666667,10,1.034482759,0.048909602,0.014723257
UNC50,55.08333333,57,1.034795764,0.049346055,0.014854642
DHX8,43.47222222,45,1.03514377,0.049831157,0.015000673
PAPPA,0.748484848,0.775,1.0354251,0.050223198,0.015118689
SPATC1L,15.44857143,16,1.03569447,0.050598472,0.015231657
KPNB1,373.6111111,387,1.035836431,0.050796207,0.015291181
ADAM29,0.289473684,0.3,1.036363633,0.051530297,0.015512165
KLHL10,0.192857143,0.2,1.037037032,0.052467414,0.015794265
KREMEN2,10.60555556,11,1.037192247,0.052683329,0.015859262
PHB,162.6944444,169,1.038757043,0.05485826,0.016513981
DIDO1,47.16666667,49,1.038869258,0.055014103,0.016560895
RALYL,16.35151515,17,1.039659007,0.056110424,0.01689092
TCEA1,102.8888889,107,1.039956803,0.056523606,0.0170153
ALMS1,30.44117647,31.66666667,1.040257649,0.056940898,0.017140918
GNPTAB,28.83333333,30,1.040462428,0.05722487,0.017226402
RPS15A,73.02777778,76,1.040699886,0.05755409,0.017325507
EFTUD2,81.65714286,85,1.040937719,0.057883753,0.017424746
ORMDL2,24.97222222,26,1.041156841,0.058187415,0.017516157
LRP1,15.36111111,16,1.04159132,0.058789332,0.017697352
MCUR1,45.08333333,47,1.042513863,0.06006657,0.018081839
AP2A2,35.41666667,37,1.044705882,0.063096837,0.01899404
DNAH11,2.021428571,2.114285714,1.045936395,0.064795123,0.019505275
PIGX,43,45,1.046511628,0.065588343,0.019744058
DPP3,88.86111111,93,1.046577055,0.065678537,0.019771209
SPIN2B,7.641666667,8,1.046892039,0.066112673,0.019901897
ORAI1,20.05555556,21,1.047091413,0.066387399,0.019984598
LARP4,59.19444444,62,1.047395589,0.066806435,0.020110741
NUP205,152.75,160,1.047463175,0.066899526,0.020138764
MTHFSD,10.5,11,1.047619048,0.067114197,0.020203386
GOLGA2,53.42857143,56,1.048128342,0.067815386,0.020414465
NUFIP2,83.94444444,88,1.048312376,0.068068676,0.020490713
NOMO1,25.75,27,1.048543689,0.068386976,0.020586531
SLC39A4,16.20833333,17,1.048843188,0.068798998,0.020710562
POLR2M,12.38888889,13,1.049327354,0.069464821,0.020910994
LRP2,1.174074074,1.233333333,1.050473185,0.071039337,0.021384971
SCARB2,48.52777778,51,1.050944476,0.071686452,0.021579772
RPA3,55.16666667,58,1.051359517,0.07225609,0.02175125
FNBP4,68.41666667,72,1.052375152,0.073649092,0.022170585
CSNK2B,24.69444444,26,1.052868391,0.074325112,0.022374088
MON1A,5.694444444,6,1.053658536,0.075407404,0.02269989
MLXIP,48.38888889,51,1.053960964,0.075821436,0.022824526
ZDHHC24,12.33333333,13,1.054054054,0.075948854,0.022862883
NUP98,71.13888889,75,1.054275674,0.076252156,0.022954186
KIF7,15.64857143,16.5,1.054409348,0.076435067,0.023009248
PAPOLG,15.16666667,16,1.054945055,0.077167862,0.023229841
CEP120,24.62777778,26,1.055718475,0.078225169,0.023548122
CHD8,39.75,42,1.056603774,0.079434469,0.023912157
SLC35E1,32.13888889,34,1.057908384,0.081214695,0.024448059
MTHFD1L,42.52777778,45,1.05813194,0.081519532,0.024539824
ZNF430,11.33611111,12,1.058564077,0.082108603,0.024717152
EIF4G1,345.7428571,366,1.058590199,0.082144203,0.024727869
PDE1C,6.234375,6.6,1.058646616,0.082221089,0.024751014
PDE8B,2.833333333,3,1.058823529,0.082462161,0.024823584
KANSL1,17,18,1.058823529,0.082462161,0.024823584
TMEM132A,59.5,63,1.058823529,0.082462162,0.024823584
AKT2,49.08333333,52,1.05942275,0.083278396,0.025069295
KIF5B,216.8055556,230,1.060858424,0.085232137,0.025657429
ATM,18.34285714,19.5,1.063084112,0.08825575,0.026567628
DTNBP1,26.33333333,28,1.063291139,0.088536676,0.026652195
ZMYM2,56.41666667,60,1.06351551,0.088841074,0.026743828
KCNRG,1.034285714,1.1,1.063535911,0.088868748,0.026752159
ZNF280D,5.638888889,6,1.064039409,0.089551586,0.026957713
ADHFE1,0.939393939,1,1.064516128,0.090197809,0.027152246
PCLO,18.78787879,20,1.064516129,0.09019781,0.027152246
MGAT5B,23.01428571,24.5,1.064556176,0.090252084,0.027168584
KCNH7,14.55,15.5,1.065292096,0.091249064,0.027468705
CSPP1,19.66666667,21,1.06779661,0.094636875,0.028488538
PACSIN1,14.98055556,16,1.068051177,0.094980779,0.028592063
ZNF211,24.8,26.5,1.068548387,0.09565224,0.028794193
SETBP1,25.24705882,27,1.0694315,0.096844079,0.029152972
TMEM245,49.5,53,1.070707071,0.098563836,0.029670671
ZFHX3,13.38235294,14.33333333,1.071062271,0.099042361,0.029814721
CCDC169-SOHLH2,0.186666667,0.2,1.071428566,0.099535667,0.029963221
TTLL4,23.33333333,25,1.071428571,0.099535675,0.029963223
KAT6A,27.91666667,30,1.074626866,0.103835812,0.031257694
PKDCC,6.511111111,7,1.075085324,0.104451165,0.031442933
IL17RE,3.719444444,4,1.075429425,0.104912852,0.031581915
DDX20,24.16666667,26,1.075862069,0.10549313,0.031756596
CDCA5,150.4722222,162,1.07661067,0.10649663,0.03205868
TTN,0.936363636,1.008333333,1.07686084,0.106831828,0.032159584
PGK2,0.185714286,0.2,1.076923071,0.106915197,0.032184681
INTS6,7.428571429,8,1.076923077,0.106915205,0.032184683
EIF2AK3,19.5,21,1.076923077,0.106915205,0.032184683
MAPK12,19.5,21,1.076923077,0.106915205,0.032184683
TUT1,15.77777778,17,1.077464789,0.107640724,0.032403086
RASSF4,2.473529412,2.666666667,1.078081648,0.108466446,0.032651653
NPIPB11,0.602857143,0.65,1.07819905,0.108623545,0.032698945
ABL2,26.42857143,28.5,1.078378378,0.108863477,0.032771172
KIAA1109,21,22.66666667,1.079365079,0.110182919,0.033168363
KLHL11,19.91428571,21.5,1.079626973,0.110532927,0.033273726
GSAP,4.629411765,5,1.080050826,0.111099207,0.033444193
KIAA1549L,10.48787879,11.33333333,1.08061254,0.11184933,0.033670003
NGF,16.63870968,18,1.081814657,0.11345335,0.034152861
NFE2L2,68.33333333,74,1.082926829,0.114935768,0.034599113
PNPLA6,26.77777778,29,1.082987552,0.115016662,0.034623465
CYB5R3,85.80555556,93,1.083845905,0.116159658,0.034967541
TRIM36,30.44444444,33,1.083941606,0.116287039,0.035005886
UTP6,44.25,48,1.084745763,0.117356952,0.035327962
LCORL,11.05555556,12,1.085427136,0.118262883,0.035600675
AHI1,24.85714286,27,1.086206897,0.11929893,0.035912556
CROCC,21.16666667,23,1.086614173,0.119839771,0.036075365
ARHGAP35,78.22222222,85,1.086647727,0.11988432,0.036088776
GALNT3,14.71666667,16,1.087202718,0.120620969,0.036310529
TUBGCP5,23.91428571,26,1.087216248,0.120638924,0.036315934
CDK18,17.475,19,1.087267525,0.120706964,0.036336417
ASTN1,7.357692308,8,1.087297438,0.120746656,0.036348365
TMX2,154.4722222,168,1.087574177,0.121113804,0.036458887
NUP153,118.5833333,129,1.087842586,0.121469811,0.036566056
ATR,19.91176471,21.66666667,1.088133924,0.121856131,0.03668235
TECPR1,22.97222222,25,1.088270858,0.122037673,0.036737
HADHA,160.7777778,175,1.08845888,0.122286908,0.036812027
FGGY,2.755555556,3,1.088709677,0.122619287,0.036912083
IL15RA,2.755172414,3,1.088861076,0.122819899,0.036972473
RABEP1,67.94444444,74,1.089125102,0.12316968,0.037077768
PDXDC1,67.86111111,74,1.090462546,0.12494022,0.037610754
MS4A6E,0.1375,0.15,1.090909083,0.125530873,0.037788558
DDX55,46.75,51,1.090909091,0.125530883,0.037788561
SLC25A4,44.86111111,49,1.092260062,0.127316397,0.038326054
GEMIN4,38.44444444,42,1.092485549,0.127614198,0.038415701
SETX,42.97142857,47,1.09375,0.129283018,0.038918066
PHF20L1,19.19444444,21,1.09406657,0.129700525,0.039043748
CSAD,18.27777778,20,1.094224924,0.129909324,0.039106603
NRDE2,7.305555556,8,1.095057034,0.131006013,0.039436739
MVB12A,24.63888889,27,1.095828636,0.132022211,0.039742645
UNC5D,1.825,2,1.09589041,0.132103537,0.039767127
JMJD1C,31.91666667,35,1.096605744,0.133044937,0.040050516
SVOP,10.03,11,1.09670987,0.133181919,0.040091752
MPV17L2,37.36111111,41,1.097397769,0.13408655,0.040364073
ZNF646,21.86111111,24,1.097839898,0.134667678,0.04053901
NARS2,64.63888889,71,1.09840997,0.135416627,0.040764466
WDR4,50.97142857,56,1.098654708,0.13573804,0.040861221
GALNT12,14.55714286,16,1.099116781,0.136344682,0.041043839
C4orf19,6.366666667,7,1.09947644,0.136816691,0.041185927
KMT2E,57.27777778,63,1.099903007,0.137376309,0.041354389
OR51B6,0.5,0.55,1.099999998,0.137503522,0.041392684
KPNA6,70.29411765,77.33333333,1.10013947,0.137686434,0.041447746
GGT7,67.25,74,1.100371747,0.137991004,0.041539431
NSRP1,43.61111111,48,1.100636943,0.13833866,0.041644086
TMEM135,20.88888889,23,1.10106383,0.138898107,0.041812496
FAM189B,47.22222222,52,1.101176471,0.13904569,0.041856923
CKAP5,252.0294118,277.6666667,1.101723266,0.13976189,0.042072521
CRYBA4,0.726086957,0.8,1.101796406,0.139857663,0.042101351
GTPBP8,18.13888889,20,1.102603369,0.140913916,0.042419315
C6orf89,77.05555556,85,1.103100216,0.141563867,0.04261497
MCM3AP,56.65714286,62.5,1.103126576,0.141598341,0.042625347
FANCF,40.77142857,45,1.103714085,0.142366495,0.042856585
PAK1,48,53,1.104166667,0.142957955,0.043034632
TRMU,28.05555556,31,1.104950495,0.143981735,0.043342821
RFWD3,79.63888889,88,1.104987792,0.144030432,0.04335748
ALAS2,0.361764706,0.4,1.105691054,0.144948333,0.043633796
TFRC,203.3888889,225,1.106255122,0.145684136,0.043855294
PCDHGB1,2.708823529,3,1.107491856,0.147296092,0.044340541
DYNC1LI1,30.69444444,34,1.107692308,0.14755719,0.04441914
PCDHB11,6.313888889,7,1.10866696,0.148826051,0.044801105
EDRF1,26.13888889,29,1.109458023,0.149855085,0.045110875
CBLB,10.80555556,12,1.110539846,0.151261158,0.045534145
ZNF708,23.39722222,26,1.111243025,0.152174365,0.045809048
DGCR2,81.88888889,91,1.111261872,0.152198834,0.045816414
IDH3B,139.4722222,155,1.111332404,0.152290398,0.045843978
MMD,36.88888889,41,1.111445783,0.152437576,0.045888282
PRIM2,21.58333333,24,1.111969112,0.153116715,0.046092724
FKBP15,17.08333333,19,1.112195122,0.153409916,0.046180986
SLC27A5,4.494444444,5,1.112484549,0.1537853,0.046293988
CDKN1B,177.9444444,198,1.112706837,0.15407354,0.046380757
VSX2,0.269565217,0.3,1.112903222,0.154328142,0.0464574
BEST2,0.359375,0.4,1.113043475,0.154509946,0.046512128
ZNF155,8.083333333,9,1.113402062,0.154974661,0.046652021
SYNRG,27.83333333,31,1.113772455,0.15545452,0.046796473
VGLL2,0.538461538,0.6,1.114285712,0.156119201,0.046996562
FMN2,10.796875,12.03333333,1.114520019,0.156422532,0.047087874
MBIP,60.94444444,68,1.115770283,0.158040034,0.04757479
CUX1,29.57142857,33,1.115942029,0.158262085,0.047641634
AARS2,41.65714286,46.5,1.116255144,0.158666825,0.047763473
TRABD2A,0.895454545,1,1.116751268,0.159307894,0.047956454
SORBS2,6.267741935,7,1.116829645,0.159409143,0.047986933
ANKRD20A1,0.178947368,0.2,1.117647053,0.160464665,0.048304677
ISCU,42.91666667,48,1.118446602,0.161496381,0.048615254
CCDC71L,19.66666667,22,1.118644068,0.161751071,0.048691924
PARD6G,15.19166667,17,1.119034558,0.162254592,0.048843499
PLEKHD1,0.714705882,0.8,1.119341562,0.162650337,0.04896263
POLD1,77.68571429,87,1.119897021,0.163366078,0.049178089
SRF,71.41666667,80,1.120186698,0.163739203,0.049290411
AMD1,65.16666667,73,1.120204604,0.163762264,0.049297353
STOX1,8.925,10,1.120448179,0.164075927,0.049391775
CFL1,381.0833333,427,1.120489832,0.164129558,0.04940792
PLCXD2,8.030555556,9,1.120719474,0.164425205,0.049496918
PPP1R9B,57.96666667,65,1.1213341,0.165216193,0.049735029
IPO7,179.1944444,201,1.12168656,0.165669592,0.049871516
HEATR5B,31.2,35,1.121794872,0.165808894,0.04991345
ZNF25,11.08571429,12.45,1.12306701,0.167444013,0.05040567
MFN1,59.63888889,67,1.123428039,0.167907717,0.050545259
MAP3K6,15.12857143,17,1.123701605,0.168258985,0.050651001
MPST,16.00833333,18,1.124414367,0.169173795,0.050926386
KRTAP10-8,0.177777778,0.2,1.124999994,0.169924995,0.05115252
PARS2,12.44444444,14,1.125,0.169925003,0.051152522
CDC42BPB,74.94117647,84.33333333,1.125327054,0.170344354,0.05127876
NUP155,87.97222222,99,1.125355226,0.170380471,0.051289632
ASXL1,48.86111111,55,1.125639568,0.170744949,0.051399351
JAG1,31.94444444,36,1.126956522,0.172431858,0.051907161
UBR4,66.5483871,75,1.126999515,0.172486896,0.051923729
ENDOV,11.52777778,13,1.127710843,0.173397195,0.052197756
RB1CC1,53.2,60,1.127819549,0.173536256,0.052239618
WSCD2,2.955,3.333333333,1.128031585,0.173807465,0.05232126
DAP3,109.9166667,124,1.128127369,0.173929963,0.052358136
TP53BP1,40.77142857,46,1.128241065,0.174075355,0.052401903
DST,28.44375,32.1,1.128543177,0.174461617,0.05251818
RGS3,16.82857143,19,1.129032258,0.175086708,0.05270635
LRPPRC,124,140,1.129032258,0.175086708,0.052706351
CABIN1,52.73529412,59.66666667,1.13143707,0.178156346,0.053630404
CACNA1B,20.05882353,22.7,1.131671554,0.178455306,0.0537204
DDX23,151.0555556,171,1.132033836,0.178917082,0.053859408
ZNF507,25.61111111,29,1.132321041,0.179283057,0.053969578
TRAPPC9,23.83333333,27,1.132867133,0.179978667,0.054178977
PLXND1,50.30555556,57,1.133075649,0.180244186,0.054258906
ACSS1,7.057575758,8,1.133533705,0.180827291,0.054434438
PHF12,24.69444444,28,1.133858268,0.181240316,0.054558771
ATP11B,41.44444444,47,1.134048257,0.181482034,0.054631536
VWA7,2.644444444,3,1.134453781,0.181997834,0.054786807
DPY19L1,34.36111111,39,1.135004042,0.182697437,0.054997408
TBP,47.57142857,54,1.135135135,0.182864058,0.055047566
PRDM2,28.62857143,32.5,1.135229541,0.182984038,0.055083684
VWA8,14.97142857,17,1.135496183,0.183322858,0.055185679
ITCH,53.69444444,61,1.136057941,0.184036418,0.055400482
IPO11,17.14285714,19.5,1.1375,0.185866546,0.055951405
ZNF14,12.30555556,14,1.137697517,0.186117036,0.05602681
PNPLA3,10.54444444,12,1.138040042,0.186551321,0.056157543
C1orf216,39.52777778,45,1.138439916,0.187058152,0.056310114
SLC4A1AP,36.37142857,41.5,1.141005499,0.190305746,0.057287737
ANO5,13.12647059,15,1.142729106,0.192483442,0.057943289
BNC1,0.525,0.6,1.142857141,0.192645076,0.057991946
MCRS1,87.47222222,100,1.14322007,0.19310315,0.05812984
ZFR,120.2285714,137.5,1.143654943,0.193651837,0.058295011
ATF4,542.8611111,621,1.143939006,0.194010132,0.058402869
FSD2,0.131034483,0.15,1.144736833,0.195015973,0.058705657
SF3B2,139.6666667,160,1.145584726,0.196084163,0.059027214
PRPF8,226.0555556,259,1.145736053,0.196274725,0.059084579
FMO1,0.392592593,0.45,1.146226412,0.196892047,0.059270412
DCAF15,55.83333333,64,1.146268657,0.196945217,0.059286417
CREB3L4,41.86111111,48,1.146648971,0.197423802,0.059430486
HIF1A,173.5142857,199,1.146879631,0.197713985,0.05951784
NUP188,108.1111111,124,1.14696814,0.197825318,0.059551354
TYK2,52.30555556,60,1.147105682,0.197998314,0.059603431
MAPKBP1,13.94285714,16,1.147540984,0.198545681,0.059768205
PDE6D,33.11111111,38,1.147651007,0.198683996,0.059809842
DMWD,29.61111111,34,1.148217636,0.199396121,0.060024213
ACSS2,17.41666667,20,1.148325359,0.199531465,0.060064956
KAT5,20.02777778,23,1.148404993,0.199631509,0.060095072
PCNT,59.11428571,68,1.150314161,0.20202793,0.060816466
