Study ID	Patient ID	Sample ID	Age	Annotation Source	Cancer Type	Cancer Type Detailed	Cell Line Source	Characteristics	DepMap ID	Disease Ontology	Doubling Time (hrs)	Doubling Time From Vendor	Ethnicity Category	Fraction Genome Altered	Freezing Medium	Genome Doublings	Geographic Distribution	Growth Medium	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Histology	Life Stage	Lineage	Lineage Molecular Subtype	Lineage Sub-subtype	Lineage Subtype	Mutation Count	Mutation Rate	Name	Oncotree Code	Pathologist Annotation	Ploidy	Primary Tumor Site	Proteomics 10-Plex ID	Proteomics TMT label	Purity	Race Category	Number of Samples Per Patient	Sample Type	Sex	Site of Finding	Site Subtype 1	Site Subtype 2	Site Subtype 3	Subtype	Supplements	Tumor Break Load	TMB (nonsynonymous)	Tumor Type	Type Refined
ccle_broad_2019	NCIH524_LUNG	NCIH524_LUNG	63	CCLE	Small Cell Lung Cancer	Small Cell Lung Cancer	ATCC	Suspension	ACH-000816	NA	425	NA	Caucasian	0.3279	5% DMSO	1	NA	RPMI-1640+10%FBS	small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	SCLC	617	187.2021362	NCI-H524	SCLC	Lung:SCLC	2.22	Lung	NA	NA	1	Caucasian	1	Metastasis	Male	lymph_node	NS	NS	NS	Small Cell Lung Cancer (SCLC)	NA	84	20.6333333333	lung_small_cell	lung_small_cell
ccle_broad_2019	NCIH526_LUNG	NCIH526_LUNG	55	CCLE	Small Cell Lung Cancer	Small Cell Lung Cancer	ATCC	round clusters in suspension	ACH-000767	lung_cancer	315	NA	Caucasian	0.5006	5% DMSO	1	NA	RPMI-1640+10%FBS	small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	SCLC	497	178.8354237	NCI-H526	SCLC	Lung:SCLC	3.08	Lung	NA	NA	0.99	Caucasian	1	Metastasis	Male	bone_marrow	NS	NS	NS	Small Cell Lung Cancer (SCLC)	NA	137	16.6666666667	lung_small_cell	lung_small_cell
ccle_broad_2019	NCIH64_LUNG	NCIH64_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-001599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	SCLC	475	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	NA	16.1	NA	lung_small_cell
ccle_broad_2019	NCIH69_LUNG	NCIH69_LUNG	55	CCLE	Small Cell Lung Cancer	Small Cell Lung Cancer	ATCC	floating aggregates	ACH-000358	papillary_adenocarcinoma	98.3	NA	Caucasian	0.9443	5% DMSO	0	NA	RPMI 1640 + 10% FBS	small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	SCLC	361	101.4376589	NCI-H69	SCLC	Lung:SCLC	1.64	Lung	NA	NA	1	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Small Cell Lung Cancer (SCLC)	NA	83	12.2	lung_small_cell	lung_small_cell
ccle_broad_2019	NCIH719	NCIH719	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-001601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	SCLC	NA	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	NA	NA	NA	NA
ccle_broad_2019	NCIH740_LUNG	NCIH740_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-002175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	SCLC	687	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	NA	22.9333333333	NA	lung_small_cell
ccle_broad_2019	NCIH748_LUNG	NCIH748_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-002176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	SCLC	581	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	NA	19.5	NA	lung_small_cell
ccle_broad_2019	NCIH82_LUNG	NCIH82_LUNG	41	CCLE	Small Cell Lung Cancer	Small Cell Lung Cancer	ATCC	adherent; epithelial	ACH-000355	NA	21.6	NA	Caucasian	0.6865	5% DMSO	1	NA	RPMI+10%FBS	small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	SCLC	304	108.504952	NCI-H82	SCLC	Lung:SCLC	2.7	Lung	NA	NA	1	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Small Cell Lung Cancer (SCLC)	NA	131	10.3333333333	lung_small_cell	lung_small_cell
ccle_broad_2019	NCIH841_LUNG	NCIH841_LUNG	51	CCLE	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-000292	NA	40.5	NA	Caucasian	0.8268	NA	1	NA	NA	small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	SCLC	331	131.4714216	NCI-H841	SCLC	Lung:SCLC	2.59	Lung	NA	NA	1	Caucasian	1	Metastasis	Male	lymph_node	NS	NS	NS	Small Cell Lung Cancer (SCLC)	NA	131	11.3333333333	lung_small_cell	lung_small_cell
ccle_broad_2019	NCIH847_LUNG	NCIH847_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-001365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	SCLC	301	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	NA	10.0333333333	NA	lung_small_cell
ccle_broad_2019	NCIH865	NCIH865	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-001602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	SCLC	NA	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	NA	NA	NA	NA
ccle_broad_2019	NCIH889_LUNG	NCIH889_LUNG	69	CCLE	Small Cell Lung Cancer	Small Cell Lung Cancer	ATCC	clusters in suspension	ACH-000297	NA	NA	NA	Caucasian	0.5915	5% DMSO	1	NA	RPMI-1640+10%FBS	small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	SCLC	295	104.7870455	NCI-H889	SCLC	Lung:SCLC	2.93	Lung	NA	NA	0.99	Caucasian	1	Metastasis	Female	lymph_node	NS	NS	NS	Small Cell Lung Cancer (SCLC)	NA	73	9.86666666667	lung_small_cell	lung_small_cell
ccle_broad_2019	RERFLCFM_LUNG	RERFLCFM_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-002193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	SCLC	493	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	NA	16.5333333333	NA	lung_small_cell
ccle_broad_2019	SBC1_LUNG	SBC1_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-002196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	SCLC	509	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	NA	17.0666666667	NA	lung_small_cell
ccle_broad_2019	SBC3_LUNG	SBC3_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-002197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	SCLC	265	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	NA	8.96666666667	NA	lung_small_cell
ccle_broad_2019	SBC5_LUNG	SBC5_LUNG	NA	CCLE	Small Cell Lung Cancer	Small Cell Lung Cancer	HSRRB	Adherent	ACH-000670	lung_cancer	44.01717	NA	Asian	0.5558	5% DMSO	1	NA	EMEM+10%FBS	small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	SCLC	425	180.3660079	SBC-5	SCLC	Lung:SCLC	2.97	Lung	13	126	0.99	NA	1	Primary	NA	NA	NS	NS	NS	Small Cell Lung Cancer (SCLC)	NA	189	14.3	lung_small_cell	lung_small_cell
ccle_broad_2019	SCLC21H_LUNG	SCLC21H_LUNG	46	CCLE	Small Cell Lung Cancer	Small Cell Lung Cancer	DSMZ	growing in suspention in mall or very big clusters(sheets)- cells are not adherent	ACH-000659	NA	NA	~  2 days	Caucasian	0.2238	NA	0	NA	90% Dulbecco's MEM (4.5g/L glucose) + 10% h.i. FBS	small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	SCLC	533	163.6472921	SCLC-21H	SCLC	Lung:SCLC	1.89	Lung	NA	NA	0.99	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Small Cell Lung Cancer (SCLC)	NA	216	17.9666666667	lung_small_cell	lung_small_cell
ccle_broad_2019	SCLC22H_LUNG	SCLC22H_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-001386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	SCLC	551	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	NA	18.5333333333	NA	NA
ccle_broad_2019	SHP77_LUNG	SHP77_LUNG	54	CCLE	Small Cell Lung Cancer	Small Cell Lung Cancer	ATCC	mixed	ACH-000790	NA	61.6	NA	Caucasian	0.3755	5%DMSO	1	NA	RPMI-1640 + 10% FBS	small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	SCLC	677	171.4584855	SHP-77	SCLC	Lung:SCLC	2.09	Lung	25	130n	1	Caucasian	1	Primary	Male	NA	left_upper_lobe	NS	NS	Small Cell Lung Cancer (SCLC)	NA	207	22.7	lung_small_cell	lung_small_cell
ccle_broad_2019	SW1271_LUNG	SW1271_LUNG	69	CCLE	Small Cell Lung Cancer	Small Cell Lung Cancer	ATCC	adherent; epithelial	ACH-000890	NA	NA	NA	Caucasian	0.6488	5%DMSO	1	NA	Leibovitz's L-15 Medium + 10%FBS	small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	SCLC	1195	261.0557486	SW 1271	SCLC	Lung:SCLC	2.93	Lung	34	127n	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Small Cell Lung Cancer (SCLC)	NA	114	40.2	lung_small_cell	lung_small_cell
