Study ID	Patient ID	Sample ID	Age	Annotation Source	Cancer Type	Cancer Type Detailed	Cell Line Source	Characteristics	DepMap ID	Disease Ontology	Doubling Time (hrs)	Doubling Time From Vendor	Ethnicity Category	Fraction Genome Altered	Freezing Medium	Genome Doublings	Geographic Distribution	Growth Medium	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Histology	Life Stage	Lineage	Lineage Molecular Subtype	Lineage Sub-subtype	Lineage Subtype	Mutation Count	Mutation Rate	Name	Oncotree Code	Pathologist Annotation	Ploidy	Primary Tumor Site	Proteomics 10-Plex ID	Proteomics TMT label	Purity	Race Category	Number of Samples Per Patient	Sample Type	Sex	Site of Finding	Site Subtype 1	Site Subtype 2	Site Subtype 3	Subtype	Supplements	Tumor Break Load	TMB (nonsynonymous)	Tumor Type	Type Refined
ccle_broad_2019	NCIH1792_LUNG	NCIH1792_LUNG	50	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherent	ACH-000496	NA	31.2	NA	Caucasian	0.4197	5% DMSO	1	NA	RPMI+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	296	125.0865901	NCI-H1792	LUAD	Lung:NSCLC_Adeno	2.28	Lung	14	128n	1	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	161	9.96666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1793_LUNG	NCIH1793_LUNG	52	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherent; epithelial	ACH-000888	NA	98.1	NA	Caucasian	0.5702	5% DMSO	1	NA	DMEM:F12	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	1369	282.9219689	NCI-H1793	LUAD	Lung:NSCLC_Adeno	3.4	Lung	17	128n	1	NA	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	plethora; see sheet	246	45.9333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1819_LUNG	NCIH1819_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-000033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	195	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	6.5	NA	NA
ccle_broad_2019	NCIH1838_LUNG	NCIH1838_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	ADHERENT	ACH-000733	NA	72	NA	Caucasian	0.6859	5% DMSO	2	NA	RPMI-1640+10%FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	588	152.9435432	NCI-H1838	LUAD	Lung:NSCLC_Adeno	2.96	Lung	NA	NA	1	NA	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	19.7333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1869_LUNG	NCIH1869_LUNG	58	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	ATCC	Adherent	ACH-000894	NA	207.3	NA	Caucasian	0.6517	5%DMSO	2	NA	RPMI 1640+10%FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	378	425.9997682	NCI-H1869	LUSC	Lung:NSCLC_Squamous	3.99	Lung	NA	NA	1	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	57	12.7	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1915_LUNG	NCIH1915_LUNG	61	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	ATCC	adherent	ACH-000434	NA	96.8	NA	Caucasian	0.3472	5%DMSO	0	NA	RPMI 1640 +10% FBS	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	417	109.1253001	NCI-H1915	LCLC	Lung:NSCLC_Large_Cell	2.08	Lung	NA	NA	1	Caucasian	1	Metastasis	Female	brain	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	NA	13.9	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1944_LUNG	NCIH1944_LUNG	62	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Adherent	ACH-000414	NA	70.1	NA	Caucasian	0.1886	5%DMSO	0	NA	RPMI+10%FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	467	111.6303064	NCI-H1944	LUAD	Lung:NSCLC_Adeno	2.19	Lung	15	128c	1	Caucasian	1	Metastasis	Female	soft_tissue	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	15.6666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1975_LUNG	NCIH1975_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	ADHERENT EPITHELIAL;	ACH-000587	lung_cancer	52.6	NA	Caucasian	0.5945	5%DMSO	1	NA	RPMI-1640+10%FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	337	121.5085676	NCI-H1975	LUAD	Lung:NSCLC_Adeno	2.9	Lung	13	128c	1	NA	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	86	11.3666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1993_LUNG	NCIH1993_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-001137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	515	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	17.2	NA	lung_NSC
ccle_broad_2019	NCIH2009_LUNG	NCIH2009_LUNG	68	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	NA	ACH-000886	lung_cancer	53.7	NA	Caucasian	0.4561	5%DMSO	1	NA	DMEM:HAM's F12  1:1  +5% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	887	295.7446546	NCI-H2009	LUAD	Lung:NSCLC_Adeno	2.36	Lung	19	129c	1	Caucasian	1	Metastasis	Female	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	0.005 mg/ml Insulin, 0.01 mg/ml transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 1 mM L-glutamine	NA	29.7333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2023_LUNG	NCIH2023_LUNG	26	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherent	ACH-000781	NA	NA	NA	Caucasian	0.6104	5% DMSO	1	NA	DMEM:HAM's F12  1:1 + 5 % FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	646	183.4098616	NCI-H2023	LUAD	Lung:NSCLC_Adeno	2.66	Lung	NA	NA	1	Caucasian	1	Metastasis	Male	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	.005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine	NA	21.7666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2030_LUNG	NCIH2030_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherent; epithelial	ACH-000521	NA	57.4	NA	Caucasian	0.5965	5% DMSO	1	NA	RPMI-1640+10%FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	354	113.2454435	NCI-H2030	LUAD	Lung:NSCLC_Adeno	2.12	Lung	18	130c	1	NA	1	Metastasis	Male	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	77	12.0	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2073_LUNG	NCIH2073_LUNG	47	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherent epithelial	ACH-000590	NA	152.5	NA	Caucasian	0.8657	5%DMSO	1	NA	RPMI-1640 + 10% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	530	121.5058245	NCI-H2073	LUAD	Lung:NSCLC_Adeno	2.57	Lung	NA	NA	0.99	Caucasian	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	17.6	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2077_LUNG	NCIH2077_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-000010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	157	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	5.26666666667	NA	NA
ccle_broad_2019	NCIH2085_LUNG	NCIH2085_LUNG	45	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	NA	ACH-000451	NA	98.9	NA	Caucasian	0.5723	5% DMSO	1	NA	DMEM:F12 (1:1) + 10% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	332	111.5684726	NCI-H2085	LUAD	Lung:NSCLC_Adeno	2.68	Lung	NA	NA	0.99	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	0.02 mg/ml insulin, 0.01 mg/ml transferrin, 25 nM sodium selenite, 50 nM Hydrocortisone, 1 ng/ml EGF(don't filter), 0.01 mM ethanolamine, 0.01 mM phosphorylethanolamine, 100 pM triiodothyronine, 0.5% bovine serum albumin, 0.5 mM sodium pyruvate,  2mM L-gl	NA	11.1666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2087_LUNG	NCIH2087_LUNG	69	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	NA	ACH-000841	lung_cancer	104.2	NA	Caucasian	0.6178	5% DMSO	1	NA	DMEM:F12 (1:1) + 10% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	677	212.0987614	NCI-H2087	LUAD	Lung:NSCLC_Adeno	2.84	Lung	NA	NA	0.99	Caucasian	1	Metastasis	Male	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	0.02 mg/ml insulin, 0.01 mg/ml transferrin, 25 nM sodium selenite, 50 nM Hydrocortisone, 1 ng/ml EGF(don't filter), 0.01 mM ethanolamine, 0.01 mM phosphorylethanolamine, 100 pM triiodothyronine, 0.5% bovine serum albumin, 0.5 mM sodium pyruvate,  2mM L-gl	NA	22.6666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2106_LUNG	NCIH2106_LUNG	58	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	GNF	NA	ACH-000904	NA	NA	NA	Caucasian	0.4639	NA	1	NA	NA	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	750	259.7926564	NCI-H2106	LCLC	Lung:NSCLC_Others	3.54	Lung	NA	NA	1	Caucasian	1	Metastasis	Male	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	NA	25.1666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2110_LUNG	NCIH2110_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	GNF	NA	ACH-000929	NA	NA	NA	African_american	0.6907	NA	1	NA	NA	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	NSCLC	1729	405.948948	NCI-H2110	NSCLC	Lung:NSCLC_Others	2.67	Lung	10	127n	0.99	NA	1	Metastasis	NA	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), unspecified	NA	NA	58.1	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2122_LUNG	NCIH2122_LUNG	46	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Suspension	ACH-000311	lung_cancer	47.77519	NA	Caucasian	0.8082	5%DMSO	1	NA	RPMI-1640+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	252	116.8282791	NCI-H2122	LUAD	Lung:NSCLC_Adeno	2.49	Lung	18	129n	1	Caucasian	1	Metastasis	Female	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	124	8.5	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2126_LUNG	NCIH2126_LUNG	65	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherent epithelial	ACH-000785	lung_cancer	423.2	NA	Caucasian	0.5431	5%DMSO	2	NA	DMEM:HAM's F12  1:1  +5% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	747	177.9362885	NCI-H2126	LUAD	Lung:NSCLC_Adeno	3.45	Lung	17	128c	1	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	0.005 mg/ml Insulin, 0.01 mg/ml transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 1 mM L-glutamine	NA	25.1	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2135_LUNG	NCIH2135_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-001363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	NSCLC	680	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), unspecified	NA	NA	22.6333333333	NA	lung_NSC
ccle_broad_2019	NCIH2170_LUNG	NCIH2170_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	NA	MIXED	ACH-000481	NA	68.7	NA	Caucasian	0.5654	5%DMSO	1	NA	RPMI1640+10%FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	389	120.027116	NCI-H2170	LUSC	Lung:NSCLC_Squamous	2.91	Lung	12	128c	1	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	83	13.1666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2172_LUNG	NCIH2172_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	ATCC	Adherent	ACH-000924	NA	55	NA	African_american	0.4887	5% DMSO	2	NA	RPMI+10%FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	NSCLC	1479	395.8472824	NCI-H2172	NSCLC	Lung:NSCLC_Others	4.64	Lung	21	128c	1	NA	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), unspecified	NA	NA	49.6333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2228_LUNG	NCIH2228_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	AHDHERENT; `	ACH-000447	NA	88.8	NA	Caucasian	0.5810	5%DMSO	1	NA	RPMI-1640+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	322	108.3070776	NCI-H2228	LUAD	Lung:NSCLC_Adeno	3.92	Lung	17	129n	1	NA	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	105	10.9	lung_NSC	lung_NSC
ccle_broad_2019	NCIH226_LUNG	NCIH226_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	ATCC	NA	ACH-000367	lung_cancer	49.8	NA	Caucasian	0.1999	5%DMSO	0	NA	RPMI-1640+10% FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	214	93.36313254	NCI-H226	LUSC	Lung:NSCLC_Squamous	1.96	Lung	34	127c	1	NA	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	135	7.16666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2291_LUNG	NCIH2291_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Adherent , small pools of cells with large extracel. Space	ACH-000718	NA	NA	NA	Caucasian	0.5214	5%DMSO	1	NA	RPMI 1640 +10% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	609	159.0117836	NCI-H2291	LUAD	Lung:NSCLC_Adeno	2.99	Lung	16	128n	1	NA	1	Metastasis	Male	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	20.4333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH23_LUNG	NCIH23_LUNG	51	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherent	ACH-000900	non_small_cell_lung_cancer	58.6	NA	African_american	0.7685	5% DMSO	1	NA	RPMI 1640 + 10% FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	1095	261.733481	NCI-H23	LUAD	Lung:NSCLC_Adeno	2.56	Lung	20	129c	1	African_American	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	185	37.1	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2342_LUNG	NCIH2342_LUNG	55	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	mix	ACH-000951	NA	324.8	NA	Caucasian	0.6101	5 % DMSO	2	NA	DMEM:F12(1:1) + 10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	2226	508.1042285	NCI-H2342	LUAD	Lung:NSCLC_Adeno	4.55	Lung	NA	NA	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	.005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol,  2 mM L-glutamine	NA	74.5666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2347_LUNG	NCIH2347_LUNG	54	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Mixed, majority adherent	ACH-000875	lung_cancer	181.8	NA	Caucasian	0.5220	5%DMSO	0	NA	RPMI 1640 +10% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	916	250.704126	NCI-H2347	LUAD	Lung:NSCLC_Adeno	2.06	Lung	NA	NA	1	Caucasian	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	30.5666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2405_LUNG	NCIH2405_LUNG	47	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-000121	NA	NA	NA	Caucasian	0.3309	NA	0	NA	NA	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	179	99.09336648	NCI-H2405	LUAD	Lung:NSCLC_Adeno	1.9	Lung	NA	NA	1	Caucasian	1	Metastasis	Male	ascites	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	6.0	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2444_LUNG	NCIH2444_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	ATCC	Adherent	ACH-000186	NA	116	NA	Caucasian	0.5208	5%DMSO	0	NA	RPMI-1640+10% FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	NSCLC	241	84.93713188	NCI-H2444	NSCLC	Lung:NSCLC_Others	1.53	Lung	NA	NA	1	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), unspecified	NA	NA	8.16666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2882_LUNG	NCIH2882_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	NA	NA	ACH-000700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_squamous	NSCLC	466	NA	NA	LUSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	NA	15.5333333333	NA	NA
ccle_broad_2019	NCIH2887_LUNG	NCIH2887_LUNG	NA	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	NA	NA	ACH-000251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	NSCLC	200	NA	NA	NSCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), unspecified	NA	NA	6.73333333333	NA	NA
ccle_broad_2019	NCIH292_LUNG	NCIH292_LUNG	32	CCLE	Non-Small Cell Lung Cancer	Mucoepidermoid Carcinoma of the Lung	NIBRI	NA	ACH-001075	NA	NA	NA	African_american	0.1954	NA	0	NA	NA	mucoepidermoid_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_mucoepidermoid	NSCLC	270	117.719142	NCI-H292	LUMEC	Lung:Others	2.1	Lung	36	128c	0.99	African_American	1	Metastasis	Female	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Mucoepidermoid Carcinoma	NA	NA	9.26666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH3122_LUNG	NCIH3122_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-000337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	326	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	10.8333333333	NA	lung_NSC
ccle_broad_2019	NCIH322_LUNG	NCIH322_LUNG	52	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EACC	Adherent	ACH-000837	lung_cancer	60.7	NA	Caucasian	0.4158	NA	1	NA	RPMI1640+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	649	207.8568338	NCI-H322	LUAD	Lung:NSCLC_Adeno	2.38	Lung	NA	NA	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	2mM L-Glutamine	NA	21.6333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH322M_LUNG	NCIH322M_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-002172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	NA	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	NA	NA	NA
ccle_broad_2019	NCIH3255_LUNG	NCIH3255_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NIBRI	NA	ACH-000109	NA	NA	NA	Caucasian	0.5884	NA	2	NA	NA	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	266	87.00395836	NCI-H3255	LUAD	Lung:NSCLC_Adeno	6.75	Lung	13	128n	0.97	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	150	8.93333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH358_LUNG	NCIH358_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherenet	ACH-000860	bronchioalveolar_carcinoma; non-small_cell lung_cancer	73.9	NA	Caucasian	0.5624	5%DMSO	1	NA	RPMI+10%FBS	bronchioloalveolar_adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	1231	218.724336	NCI-H358	LUAD	Lung:NSCLC_Adeno	3.46	Lung	6	126	0.98	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	143	41.4666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH441_LUNG	NCIH441_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Adherent; DT=58hrs	ACH-000638	NA	279	58	Caucasian	0.6131	5% DMSO	1	NA	RPMI-1640+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	580	131.3333424	NCI-H441	LUAD	Lung:NSCLC_Adeno	2.73	Lung	15	129n	1	NA	1	Metastasis	NA	pericardial_effusion	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	19.3666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH460_LUNG	NCIH460_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	ATCC	Adherent	ACH-000463	large_cell_lung_cancer	25.5	NA	Caucasian	0.8784	5% DMSO	1	NA	RPMI-1640+10%FBS	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	391	119.6353574	NCI-H460	LCLC	Lung:NSCLC_Large_Cell	2.54	Lung	22	128c	1	NA	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	97	13.2666666667	lung_NSC	lung_NSC
